timestamp,solar_kw,wind_kw,load_kw,tariff_inr_kwh,battery_soc_pct,battery_power_kw,grid_kw,simulink_reference_grid_kw,grid_kw_error
2025-12-28 08:30:00,49.574,0.0,65.068,5.6,77.862,0.0,15.494,15.494,0.0
2025-12-28 09:30:00,70.464,0.0,70.687,5.6,77.862,0.0,0.223,0.22299999999999898,1.0269562977782698e-15
2025-12-28 10:30:00,83.316,0.001,63.261,5.6,88.607,-20.056,0.0,0.0,0.0
2025-12-28 11:30:00,88.511,0.006,61.587,5.6,90.0,-2.6,0.0,0.0,0.0
2025-12-28 12:30:00,86.137,0.022,52.477,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-28 13:30:00,74.769,0.053,52.55,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-28 14:30:00,57.205,0.074,50.749,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-28 15:30:00,35.084,0.052,58.754,5.6,90.0,0.0,23.618,23.617999999999995,3.552713678800501e-15
2025-12-28 16:30:00,12.84,0.0,53.206,5.6,90.0,0.0,40.366,40.366,0.0
2025-12-28 17:30:00,0.537,0.0,60.866,5.6,90.0,0.0,60.329,60.329,0.0
2025-12-28 18:30:00,0.0,0.0,70.521,9.2,56.587,58.0,12.521,12.521,0.0
2025-12-28 19:30:00,0.0,0.0,72.63,9.2,23.174,58.0,14.63,14.629999999999995,5.329070518200751e-15
2025-12-28 20:30:00,0.0,0.0,83.409,9.2,20.0,5.51,77.899,77.899,0.0
2025-12-28 21:30:00,0.0,0.0,77.566,9.2,20.0,0.0,77.566,77.566,0.0
2025-12-28 22:30:00,0.0,0.0,62.437,2.6,20.0,0.0,62.437,62.437,0.0
2025-12-28 23:30:00,0.0,0.0,49.388,2.6,20.0,0.0,49.388,49.388,0.0
2025-12-29 00:30:00,0.0,0.0,41.752,2.6,29.644,-18.0,59.752,59.752,0.0
2025-12-29 01:30:00,0.0,0.0,47.457,2.6,39.287,-18.0,65.457,65.457,0.0
2025-12-29 02:30:00,0.0,0.0,43.364,2.6,48.931,-18.0,61.364,61.364,0.0
2025-12-29 03:30:00,0.0,0.0,43.848,2.6,58.575,-18.0,61.848,61.848,0.0
2025-12-29 04:30:00,0.0,0.0,43.511,2.6,68.218,-18.0,61.511,61.511,0.0
2025-12-29 05:30:00,0.0,0.0,41.481,2.6,77.862,-18.0,59.481,59.481,0.0
2025-12-29 06:30:00,3.311,0.0,64.689,5.6,77.862,0.0,61.378,61.37799999999999,7.105427357601002e-15
2025-12-29 07:30:00,18.357,0.0,71.288,5.6,77.862,0.0,52.931,52.931,0.0
2025-12-29 08:30:00,41.741,0.015,74.772,5.6,77.862,0.0,33.016,33.016000000000005,-7.105427357601002e-15
2025-12-29 09:30:00,70.114,0.031,83.205,5.6,77.862,0.0,13.06,13.059999999999993,7.105427357601002e-15
2025-12-29 10:30:00,82.99,0.057,70.108,5.6,84.794,-12.939,0.0,8.881784197001252e-15,-8.881784197001252e-15
2025-12-29 11:30:00,78.166,0.068,62.189,5.6,90.0,-9.717,0.0,0.0,0.0
2025-12-29 12:30:00,72.896,0.07,64.759,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-29 13:30:00,63.874,0.12,62.937,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-29 14:30:00,47.365,0.206,63.459,5.6,90.0,0.0,15.888,15.888000000000002,-1.7763568394002505e-15
2025-12-29 15:30:00,30.786,0.206,60.436,5.6,90.0,0.0,29.444,29.444,0.0
2025-12-29 16:30:00,10.41,0.025,66.447,5.6,90.0,0.0,56.012,56.01200000000001,-7.105427357601002e-15
2025-12-29 17:30:00,0.482,0.0,72.951,5.6,90.0,0.0,72.469,72.469,0.0
2025-12-29 18:30:00,0.0,0.004,77.279,9.2,56.587,58.0,19.275,19.27499999999999,7.105427357601002e-15
2025-12-29 19:30:00,0.0,0.003,82.845,9.2,23.174,58.0,24.842,24.842,0.0
2025-12-29 20:30:00,0.0,0.0,96.127,9.2,20.0,5.51,90.617,90.61699999999999,1.4210854715202004e-14
2025-12-29 21:30:00,0.0,0.0,87.398,9.2,20.0,0.0,87.398,87.398,0.0
2025-12-29 22:30:00,0.0,0.0,73.866,2.6,20.0,0.0,73.866,73.866,0.0
2025-12-29 23:30:00,0.0,0.0,57.757,2.6,20.0,0.0,57.757,57.757,0.0
2025-12-30 00:30:00,0.0,0.0,46.311,2.6,29.644,-18.0,64.311,64.311,0.0
2025-12-30 01:30:00,0.0,0.0,41.155,2.6,39.287,-18.0,59.155,59.155,0.0
2025-12-30 02:30:00,0.0,0.0,43.215,2.6,48.931,-18.0,61.215,61.215,0.0
2025-12-30 03:30:00,0.0,0.0,40.88,2.6,58.575,-18.0,58.88,58.88,0.0
2025-12-30 04:30:00,0.0,0.0,50.533,2.6,68.218,-18.0,68.533,68.533,0.0
2025-12-30 05:30:00,0.0,0.0,51.538,2.6,77.862,-18.0,69.538,69.538,0.0
2025-12-30 06:30:00,3.907,0.0,62.426,5.6,77.862,0.0,58.519,58.519000000000005,-7.105427357601002e-15
2025-12-30 07:30:00,23.758,0.02,73.252,5.6,77.862,0.0,49.474,49.474,0.0
2025-12-30 08:30:00,43.119,0.006,77.001,5.6,77.862,0.0,33.876,33.876000000000005,-7.105427357601002e-15
2025-12-30 09:30:00,61.297,0.004,78.697,5.6,77.862,0.0,17.396,17.396000000000004,-3.552713678800501e-15
2025-12-30 10:30:00,71.892,0.0,74.373,5.6,77.862,0.0,2.481,2.4810000000000088,-8.881784197001252e-15
2025-12-30 11:30:00,83.993,0.0,66.339,5.6,87.32,-17.654,0.0,3.552713678800501e-15,-3.552713678800501e-15
2025-12-30 12:30:00,81.745,0.0,55.163,5.6,90.0,-5.002,0.0,0.0,0.0
2025-12-30 13:30:00,75.87,0.0,62.033,5.6,90.0,0.0,0.0,0.0,0.0
2025-12-30 14:30:00,58.587,0.0,62.783,5.6,90.0,0.0,4.196,4.195999999999998,1.7763568394002505e-15
2025-12-30 15:30:00,34.22,0.0,66.914,5.6,90.0,0.0,32.694,32.694,0.0
2025-12-30 16:30:00,11.394,0.0,62.088,5.6,90.0,0.0,50.694,50.694,0.0
2025-12-30 17:30:00,0.514,0.0,66.883,5.6,90.0,0.0,66.369,66.369,0.0
2025-12-30 18:30:00,0.0,0.0,83.188,9.2,56.587,58.0,25.188,25.188000000000002,-3.552713678800501e-15
2025-12-30 19:30:00,0.0,0.001,90.185,9.2,23.174,58.0,32.184,32.184,0.0
2025-12-30 20:30:00,0.0,0.0,91.171,9.2,20.0,5.51,85.661,85.661,0.0
2025-12-30 21:30:00,0.0,0.0,84.817,9.2,20.0,0.0,84.817,84.817,0.0
2025-12-30 22:30:00,0.0,0.0,66.404,2.6,20.0,0.0,66.404,66.404,0.0
2025-12-30 23:30:00,0.0,0.0,58.335,2.6,20.0,0.0,58.335,58.335,0.0
2025-12-31 00:30:00,0.0,0.0,41.878,2.6,29.644,-18.0,59.878,59.878,0.0
2025-12-31 01:30:00,0.0,0.0,45.306,2.6,39.287,-18.0,63.306,63.306,0.0
2025-12-31 02:30:00,0.0,0.0,43.151,2.6,48.931,-18.0,61.151,61.151,0.0
2025-12-31 03:30:00,0.0,0.0,44.669,2.6,58.575,-18.0,62.669,62.669,0.0
2025-12-31 04:30:00,0.0,0.0,44.888,2.6,68.218,-18.0,62.888,62.888,0.0
2025-12-31 05:30:00,0.0,0.0,50.811,2.6,77.862,-18.0,68.811,68.811,0.0
2025-12-31 06:30:00,3.154,0.0,57.533,5.6,77.862,0.0,54.379,54.379000000000005,-7.105427357601002e-15
2025-12-31 07:30:00,18.289,0.004,75.461,5.6,77.862,0.0,57.168,57.168,0.0
2025-12-31 08:30:00,38.719,0.001,77.69,5.6,77.862,0.0,38.97,38.97,0.0
2025-12-31 09:30:00,60.904,0.0,88.081,5.6,77.862,0.0,27.177,27.177,0.0
2025-12-31 10:30:00,68.561,0.0,63.021,5.6,80.83,-5.54,0.0,0.0,0.0
2025-12-31 11:30:00,62.453,0.0,66.542,5.6,80.83,0.0,4.089,4.088999999999999,1.7763568394002505e-15
2025-12-31 12:30:00,41.228,0.0,62.045,5.6,80.83,0.0,20.817,20.817,0.0
2025-12-31 13:30:00,40.283,0.0,63.121,5.6,80.83,0.0,22.838,22.838,0.0
2025-12-31 14:30:00,32.159,0.003,63.471,5.6,80.83,0.0,31.309,31.308999999999997,3.552713678800501e-15
2025-12-31 15:30:00,19.602,0.027,64.272,5.6,80.83,0.0,44.643,44.643,0.0
2025-12-31 16:30:00,8.02,0.037,69.367,5.6,80.83,0.0,61.31,61.31000000000001,-7.105427357601002e-15
2025-12-31 17:30:00,0.429,0.001,71.909,5.6,80.83,0.0,71.479,71.479,0.0
2025-12-31 18:30:00,0.0,0.002,81.442,9.2,47.417,58.0,23.44,23.439999999999998,3.552713678800501e-15
2025-12-31 19:30:00,0.0,0.0,88.451,9.2,20.0,47.592,40.859,40.858999999999995,7.105427357601002e-15
2025-12-31 20:30:00,0.0,0.0,88.088,9.2,20.0,0.0,88.088,88.088,0.0
2025-12-31 21:30:00,0.0,0.0,87.344,9.2,20.0,0.0,87.344,87.344,0.0
2025-12-31 22:30:00,0.0,0.0,73.122,2.6,20.0,0.0,73.122,73.122,0.0
2025-12-31 23:30:00,0.0,0.0,61.483,2.6,20.0,0.0,61.483,61.483,0.0
2026-01-01 00:30:00,0.0,0.0,48.845,2.6,20.0,0.0,48.845,48.845,0.0
2026-01-01 01:30:00,0.0,0.0,39.278,2.6,20.0,0.0,39.278,39.278,0.0
2026-01-01 02:30:00,0.0,0.0,41.636,2.6,20.0,0.0,41.636,41.636,0.0
2026-01-01 03:30:00,0.0,0.0,46.794,2.6,20.0,0.0,46.794,46.794,0.0
2026-01-01 04:30:00,0.0,0.0,46.417,2.6,20.0,0.0,46.417,46.417,0.0
